item_id,title,short_description,long_description,predictions,unitsOfMeasure,last_updated_at
39918901,Weiman Products 1023 Oops Painters Choice Paint Remover Gel - 14 Oz.,"<p>14 oz, Oops Painters Choice Remover, Mess Spray Gel For Fast &#38; Easy Removal Of Stains, Paint Spills &#38; Splatter Without Harming The Surface Below, Water-Based, Readily Biodegradable, Removes Wet &#38; Dried Latex Acrylic &#38; Enamel Paint Spills &#38; Splatter.</p>.","14 oz, Oops Painters Choice Remover, Mess Spray Gel For Fast  Easy Removal Of Stains, Paint Spills  Splatter Without Harming The Surface Below, Water-Based, Readily Biodegradable, Removes Wet  Dried Latex Acrylic  Enamel Paint Spills  Splatter-- Dimension - 7-25 x 7-75 x 9-38-- Item Weight - 1-05 lbs- SKU: ORGL1801",None,,1474989014616
47718364,Elizabeth Taylor Set-EDT Spray 3.3 oz & Body Lotion 3.3 oz for Women,Elizabeth Taylor Set-EDT Spray 3.3 oz & Body Lotion 3.3 oz for Women,"lilac, rose, peach, orchid, amber and vanilla.",None,,1470598371348
37719664,Karl Lagerfeld 1743000 Women Karl Lagerfeld Sun Moon Star EDT Spray 3.3 oz,Karl Lagerfeld 1743000 Women Karl Lagerfeld Sun Moon Star EDT Spray 3.3 oz,Women Karl Lagerfeld Sun Moon Star EDT Spray 3.3 Oz Introduced by Karl Lagerfeld in 1994 SUN MOON STARS is classified as a refreshing oriental floral fragrance. This perfume has a blend of fruit oriental florals orange blossom amber and musk. It is recommended for daytime wear.,"oriental, floral",,1477443901706
198599324,DEMETER Sunshine Shower Gel For Women,Sunshine Shower Gel,Sunshine Shower Gel,None,,1469805197955
46598607,"Gena Tea Tree Oil, 0.5 oz (Pack of 6)",<li>Pack of 6</li>,"<li><b>Pack of 6</b> for the UPC: 037529020424</li> <br/> Warnings:&nbsp; <br/> <li> For external use only. </li><br/><li> Do not take internally. </li><br/><li> Avoid contact with eyes. </li><br/><li> Keep out of reach of children. </li><br/><li> Flammable. </li><br/><li> Keep away from heat, sparks, and flame. </li><br/><li> Use with good ventilation. </li><br/><li> Keep tightly closed when not in use. </li> Ingredients:&nbsp; Pure Tea Tree Oil100%",None,,1476877194632
191436574,Natural Inspirations Hand & Body Lotion 12 Oz. - Lavender Ylang,"Natural Inspirations Hand & Body Lotion 12 Oz.A soothes dry skin with an intensely nourishing lotion loaded with potent antioxidants including pomegranate, cranberry and black cumin seed oils and skin softening coconut oil and shea butter","Natural Inspirations Hand & Body Lotion 12 Oz. - Lavender Ylang soothes dry skin with an intensely nourishing lotion loaded with potent antioxidants including pomegranate, cranberry and black cumin seed oils and skin softening coconut oil and shea butter.A The relaxing scent of Provence-inspired lavender and sweetly seductive scent of sensual ylang essential oils leave your skin soft, smooth and lightly fragranced. Natural Inspirations products A are 100% Vegan, Gluten Free, Paraben Free. EDTA Free, Sulfate Free, Phthalate Free, Petrochemical Free, PEG Free, Synthetic Dye Free, GMO Free and Hypoallergenic. Made in USA.",None,,1477535087894
24569229,"Fresh Products Wave 2.0 Urinal Deodorizer Screen, Green, Cucumber Melon Fragr...","More freshness, 10 times more fragrance for 30 days. Eliminates odors, reduces splash back and gradually releases fragrance, cutting cleaning time by up to 50%. Flexible, translucent vinyl screen allows full view of urinal drain to ensure optimal flow while trapping debris. Deodorizer Type: Urinal Screen; Scent: Cucumber Melon. &#x7E; Includes 10 per case.FRS2WDS60CME. 2WDS60CME. Fresh Products Fresh Products Wave 2.0 Urinal Deodorizer Screen, Green, Cucumber Melon Fragrance. Toilet & Urinal Deodorizers","** Free Shipping ** <br>More freshness, 10 times more fragrance for 30 days. Eliminates odors, reduces splash back and gradually releases fragrance, cutting cleaning time by up to 50%. Flexible, translucent vinyl screen allows full view of urinal drain to ensure optimal flow while trapping debris. Deodorizer Type: Urinal Screen; Scent: Cucumber Melon. &#x7E; Includes 10 per case.FRS2WDS60CME. 2WDS60CME. Fresh Products Fresh Products Wave 2.0 Urinal Deodorizer Screen, Green, Cucumber Melon Fragrance. Toilet & Urinal Deodorizers<br><ul><li><b>Deodorizer Type</b>: Urinal Screen</li><li><b>Scent</b>: Cucumber Melon</li><li><b>Colors</b>: Green</li><li><b>Pre-consumer Recycled Content Percent</b>: 0%</li><li><b>Post-consumer Recycled Content Percent</b>: 0%</li><li><b>Total Recycled Content Percent</b>: 0%</li></ul><br>",cucumber melon,,1470655073992
46445622,Ban A/P I/S Powder Fresh 2.6Oz,<ul><li>Powder Fresh Invisible Solid Antiperspirant Deodorant by Ban for Unisex - 2.6 oz Deodorant</li><li>Powder Fresh Invisible Solid Antiperspirant Deodorant by Ban for Unisex</li><li>Glides on clear</li><li>Provides 24 hour protection</li><li>Provides protection from odor and wetness</li></ul>,Powder Fresh Invisible Solid Antiperspirant Deodorant By Ban For Unisex - 2.6 Oz Deodorant,None,,1476877641225
40367174,"Scott Disinfectant Wipes - Wipe - 7\"" Width X 8\"" Length - 35/tub - White (30760_40_1)","Scott Disinfectant Wipes kill bacteria and viruses on hard nonporous surface and nonfood contact surfaces as they clean and deodorize as well. Because they're designed to be discarded after use, these disposable wipes eliminate transfer of germs between dirty rags and surfaces, reducing the risk of cross-contamination. Wipes are alcohol-free and bleach-free. Convenient canister keeps the pre-moistened wipes ready for use and dispenses them one at a time. Canister is also the perfect size for Kimberly-Clark Healthy Workplace Project Breakroom Caddy (sold separately). Both are part of the first comprehensive, easy-to-use, hand hygiene program that goes beyond the restroom to attack germs where they live - on hands, office equipment and other hotspot surfaces.","Scott Disinfectant Wipes kill bacteria and viruses on hard nonporous surface and nonfood contact surfaces as they clean and deodorize as well. Because they're designed to be discarded after use, these disposable wipes eliminate transfer of germs between dirty rags and surfaces, reducing the risk of cross-contamination. Wipes are alcohol-free and bleach-free. Convenient canister keeps the pre-moistened wipes ready for use and dispenses them one at a time. Canister is also the perfect size for Kimberly-Clark Healthy Workplace Project Breakroom Caddy (sold separately). Both are part of the first comprehensive, easy-to-use, hand hygiene program that goes beyond the restroom to attack germs where they live - on hands, office equipment and other hotspot surfaces.",None,,1471258533827
47377340,Badger Antioxidant Unscented Body Oil 4 Oz,"<p><strong>USDA Certified Organic<br /></strong></p><ul><li>Restores, balances, and nourishes skin.</li><li>Nurtures your skin naturally with blends of exotic oils that are packed with antioxidants, vitamins, essential fatty acids, and nutrients.</li><li>Light and super absorbent, without any water, fillers, mineral oil, emulsifiers, or chemicals.</li></ul><p>Go Beyond Lotions & Creams. Body oil is the purest skin moisturizer: gentle, soothing, highly absorbent and completely compatible with your body&apos;s natural chemistry. Simple, whole, organic plant oils are packed with antioxidants, vitamins and nutrients, and are naturally good for your skin - they nourish, replenish, and soften skin, and help reduce the appearance of wrinkles, stretch marks, and fine lines. Unscented Antioxidant Body Oil with Olive and Jojoba is the simplest and purest form of elegant body moisturizers","<div class=\""productDescriptionWrapper\""><p><strong>USDA Certified Organic<br /></strong></p><ul><li>Restores, balances, and nourishes skin.</li><li>Nurtures your skin naturally with blends of exotic oils that are packed with antioxidants, vitamins, essential fatty acids, and nutrients.</li><li>Light and super absorbent, without any water, fillers, mineral oil, emulsifiers, or chemicals.</li></ul><p>Go Beyond Lotions & Creams. Body oil is the purest skin moisturizer: gentle, soothing, highly absorbent and completely compatible with your body&apos;s natural chemistry. Simple, whole, organic plant oils are packed with antioxidants, vitamins and nutrients, and are naturally good for your skin - they nourish, replenish, and soften skin, and help reduce the appearance of wrinkles, stretch marks, and fine lines. Unscented Antioxidant Body Oil with Olive and Jojoba is the simplest and purest form of elegant body moisturizers for naturally radiant and smooth skin. Gentle enough for even the most sensitive skin.<br /><br /><strong>Directions for use:</strong> For best results, use daily in place of lotion or skin cream. Can be used for full body care or as a night time facial treatment. Use sparingly, and be amazed at the results: your softest, healthiest skin ever!</p><p><strong>Ingredients</strong>: *Simmondsia Chinensis (Jojoba) Oil, *Olea Europaea (Extra Virgin Olive) Oil, *Punica Granatum (Pomegranate) Oil, CO2 Extracts of *Rosa Canina (Rosehip), and *Hippophae Rhamnoides (Seabuckthorn).<br /><br />* = Certified Organic</p> <div class=\""emptyClear\""></div></div>",unscented,,1477561703137
39332773,Carolina Herrera 1759151 Men Carolina Herrera 212 Sexy Men Edt Spray 3.4 Oz,Carolina Herrera 1759151 Men Carolina Herrera 212 Sexy Men Edt Spray 3.4 Oz,"Carolina Herrera 212 Sexy Men EDT Spray 3.4 oz.An oriental fougere with notes of bergamot, mandarin, green leaves, cardamom, pepper, vanilla, musk, balsamic and floral notes.<br/>&#8226; Pack Quantity 1",None,,1477431656131
158583400,BLACK XS MEN 2 PIECE SET GIFT SET - 3.3 OZ EAU DE TOILETTE SPRAY by PACO RABANNE,"Black Xs  by  Paco Rabanne  comes in a  2 Piece Set Gift Set - 3.3 Oz Eau De Toilette Spray, 2.7 Oz Deodorant Stick Gift Set  for  Men","This fragrance comes in a new gift set which contains 2 piece set gift set - 3.3 oz eau de toilette spray, 2.7 oz deodorant stick. The product is for men.",None,,1476393292639
48600109,"Carolina Herrera CH EDT Spray, 1 fl oz","<p>Launched by the design house of Carolina Herrera in the year 2009. This masculine scent possesses a blend of leather, nutmeg, bergamot, grapefruit peel, jasmine, ambergris, and violet notes.</p>","<B>Carolina Herrera CH EDT Spray, 1 fl oz:</b><ul><li>Introduced by the design house of Carolina Herrera<li>Recommended for Casual wear</ul>",None,,1477170029817
50649308,"Febreze Air Effects With Gain Original Fresh Scent - 9.7 Oz, 9 Pack",Air effects is like a breath of fresh air any time and eliminates odors.,"UPC: 037000319917 - Febreze Air Effects With Gain Original Fresh Scent - 9.7 Oz, 9 Pack - Air effects is like a breath of fresh air any time and eliminates odors. - <strong>Febreze air effects with gain original fresh scent</strong><ul><li>Febreze air effects is like a breath of fresh air any time because it actually sweeps away stale and stifling odors and leaves a fresh scent.</li><li>Eliminates odors and freshens.</li></ul><strong>Warning</strong>: </p><p>California's Proposition 65 Warning: May This item contains chemicals known to cause cancer, birth defects, or other reproductive harm. Reference by California Office of Environmental Health Hazard Assessment (OEHHA) at: www.oehha.ca.gov/prop65/prop65_list/Newlist.html.</p>",None,,1477021386525
24471249,"Glade Automatic Spray Air Freshener Refill, Hawaiian Breeze, 6.2 Ounces, 2 count","Glade Automatic Spray is a battery-operated unit that time-releases fragrance automatically, while a boost button provides more control with an instant burst of fragrance.","<ul><li>Glade Automatic Spray is a battery-operated unit that time-releases fragrance automatically, while a boost button provides more control with an instant burst of fragrance - and when it comes to certain rooms in our home, that's called peace of mind. Say aEURoeAlohaaEUR to an instant vacation with Glade? Hawaiian Breeze?. When cool ocean winds meet the scent of fragrant tropical fruits, pineapple, and plumeria, you wonaEURtmt even have to leave the neighborhood to get lost in paradise.</li></ul>",None,,1477549383086
32694058,"Luminara 5\"" Burgundy Battery Operated LED Wax Candle",No home is complete without candles for Christmas. These candles will make your home safter with their battery operated LED lights.,"Five-hour on/19-hour off timer. Glow time is approximately 250 hours. Requires 2 D batteries (not included). Measures 5\"" H x 3-1/2\"" W. 90-day Limited Manufacturer's Warranty. Please note: This candle is NOT compatible with remote control.",None,,1470751149996
120425983,Amouage Journey Eau De Parfum Spray For Women,Journey Eau De Parfum Spray,Journey Eau De Parfum Spray,None,,1476470989509
183497207,Caleche for Women By Hermes 3.3 OZ EDP Spray,Caleche for Women By Hermes 3.3 OZ EDP Spray,"Composed by Guy Robert in 1961, CalA""che is the first womenaEURtms fragrance from HermA""s. It is a very feminine woody, chypre floral, whose name refers to the horse-drawn carriages that are emblematic to the house. CalA""che is a novel that dazzles thanks to the beauty of its raw materials, from the cheerfulness of citrus fruit to the modernity of aldehyde notes; from the floral heart embellished with ylang-ylang, rose and jasmine to the woody, chypre sillage underscored with the nobility of irises.",None,,1476322779601
126114634,Silver Shadow Altitude by Davidoff - Men - Eau De Toilette Spray 34 oz,"The second in the series of Silver Shadow fragrances for men, Altitude, was created by perfumer Jean Jaques This is a scent for a man who takes risks and lives for adventure The fragrance opens with a burst of juniper berry, grapefruit and green pepper,","The second in the series of Silver Shadow fragrances for men, Altitude, was created by perfumer Jean Jaques This is a scent for a man who takes risks and lives for adventure The fragrance opens with a burst of juniper berry, grapefruit and green pepper,",None,,1476197039412
39859661,Acqua Di Gioia Essenza Eau De Parfum Intense Spray 1.7-Oz,Acqua Di Gioia Essenza Eau De Parfum Intense Spray 1.7-Oz,"<ul><li>Launched By The Design House Of Giorgio Armani  In 2012. Acqua Di Gioia Essenza Eau De Parfum Intense Spray 1.7 Oz  For Women Possesses A Blend Of: White Floral, Woody, Aromatic, Musky, And Citrus Notes. Recommended For Casual Use.</ul>",None,,1477432408681
122413021,Moschino - MOSCHINO Eau De Toilette Spray - 2.5 oz,"Launched by the design house of Moschino in 1987, MOSCHINO is classified as a refined, oriental fragrance. This feminine scent possesses a blend of rose, gardenia, carnation and coriander. Accompanied by rich vanilla. It is recommended for evening wear.","Launched by the design house of Moschino in 1987, MOSCHINO is classified as a refined, oriental fragrance. This feminine scent possesses a blend of rose, gardenia, carnation and coriander. Accompanied by rich vanilla. It is recommended for evening wear.",oriental,,1473681114271
50876435,Neutrogena Vanishing Cream Formula On-The-Spot .75 oz (Pack of 2),"Achieve beautiful, clear skin with Neutrogena Vanishing Cream On-the-Spot Acne Treatment. With its MicroClear formula, it&apos;s clinically proven to unclog congested pores and speed treatment deep to the source. The special formula also eliminates oil and shine using an advanced oil-dissolving complex. Green tea and cucumber extracts actively refresh and soothe, leaving skin less red and irritated. This Neutrogena On-the-Spot treatment, .75 oz, also helps prevent breakouts by reducing future oil clogs and treating acne before it emerges.",&lt;p&gt;&lt;b&gt;Neutrogena Vanishing Cream Formula On-The-Spot .75 oz:&lt;/b&gt;&lt;/p&gt;&lt;ul&gt;&lt;li&gt;Treats acne even before it emerges with MicrCoClear&lt;/li&gt;&lt;li&gt;MicroClear is clinically proven to unclog congested pores and speed treatment deep to the source&lt;/li&gt;&lt;li&gt;Eliminates oil and shine with an advanced oil-dissolving complex&lt;/li&gt;&lt;li&gt;Helps prevent future oil clogs in pores&lt;/li&gt;&lt;li&gt;Refreshes and soothes with green tea and cucumber extracts&lt;/li&gt;&lt;li&gt;Actively reduces redness and irritation&lt;/span&gt;&lt;/li&gt;&lt;li&gt;Dermatologist recommended Neutrogena acne treatment&lt;/span&gt;&lt;/li&gt;&lt;/ul&gt;,None,,1477555725534
143513935,"Nubian Heritage African Black Soap 24-Hour Deodorant, 2.25 oz",</p>,<B>Nubian Heritage African Black Soap 24-Hour Deodorant:</b><ul><li>24-hour all-natural deodorant<li>With aloe and vitamin E<li>Natural protection<li>Sensitive skin</ul>,None,,1477592893614
146705341,Unique Led Candle #1,short description is not available,Unique Led Candle #1,None,,1474245877948
130557301,UDV Sport by Ulric De Varens - Men - Liquitouch Packet 02 oz,This fragrance was released in 2013  It is a fresh warm masculine scent with a bit of spice in the mix  Great for every day wear,This fragrance was released in 2013  It is a fresh warm masculine scent with a bit of spice in the mix  Great for every day wear,None,,1476196922966
193398266,Earthly Body 3 In 1 Candle - 4.7 oz Heart Tin First Kiss,Earthly Body 3 In 1 Candle - 4.7 oz Heart Tin First Kiss,"This heart shaped tin 4.7 oz First Kiss scented Suntouched Candle is a truly impressive product! These clean-burning candles melt down into a warm (never hot!), moisturizing massage oil. Our unique blend of seven natural oils provides a professional slip that deeply moisturizes skin, leaving it healthy and hydrated with a youthful glow. Experience this liquid gold by pouring it directly onto the body for a warm massage, or in place of your daily moisturizer!",None,,1476507059685
26106853,"Simple Green Lemon Scented All Purpose Cleaner, 24 Ounce SMP14002","Strong yet safe cleaner removes oil, lubricants and grime from washable surfaces. Rinses easily. Safe for food-preparation areas. Nontoxic, nonabrasive, nonflammable and biodegradable. Exempt from OSHA and EPA special handling and personal protection requirements for hazardous materials. Application: All Washable Surfaces; Applicable Material: Ceramic;Fiberglass;Plastic;Porcelain;Stainless Steel;Tile. &#x7E; Includes 12 bottles.SMP14002. 14002. Simple Green Simple Green Lemon Scented All Purpose Cleaner, 24 Ounce. All Purpose Cleaners","** Free Shipping ** <br>Strong yet safe cleaner removes oil, lubricants and grime from washable surfaces. Rinses easily. Safe for food-preparation areas. Nontoxic, nonabrasive, nonflammable and biodegradable. Exempt from OSHA and EPA special handling and personal protection requirements for hazardous materials. Application: All Washable Surfaces; Applicable Material: Ceramic;Fiberglass;Plastic;Porcelain;Stainless Steel;Tile. &#x7E; Includes 12 bottles.SMP14002. 14002. Simple Green Simple Green Lemon Scented All Purpose Cleaner, 24 Ounce. All Purpose Cleaners<br><ul><li><b>Application</b>: All Washable Surfaces</li><li><b>Applicable Material</b>: CeramicFiberglassPlasticPorcelainStainless SteelTile</li><li><b>Dirt Types</b>: FingerprintFood StainGreaseGrimeSoap ScumSoil</li><li><b>Scent</b>: Lemon</li><li><b>Physical Form</b>: Liquid</li><li><b>Packing Type</b>: Spray Bottle</li><li><b>Capacity Volume</b>: 24.000 oz</li><li><b>Pre-consumer Recycled Content Percent</b>: 0%</li><li><b>Post-consumer Recycled Content Percent</b>: 0%</li><li><b>Total Recycled Content Percent</b>: 0%</li></ul><br>",lemon,,1470660703276
107734990,"Finish All in 1 Mega Pack, 90 Gelpacs, Automatic Dishwasher Detergent, Orange Scent","-Finish Gelpacs Dishwasher Detergent are 3X concentrated cleaning power of regular Finish gel dosage-Gelpac dishwasher detergent Pre-soakers scrubs away dried-on food residues-Powerful dish cleaners removes even the toughest stains-Easy-to-use, pre-m","-Finish Gelpacs Dishwasher Detergent are 3X concentrated cleaning power of regular Finish gel dosage-Gelpac dishwasher detergent Pre-soakers scrubs away dried-on food residues-Powerful dish cleaners removes even the toughest stains-Easy-to-use, pre-m",None,,1477595974730
47747384,Dawn Hand Renewal Dish Liquid - Concentrate Liquid Solution - 0.22 Gal [28 Fl Oz] - Pomegranate Splash Scent - 28 / Bottle - Pink (91708ct),"Effectively cuts through tough food residue and grease. Leaves dishes sparkling clean. Gentle, pleasant scent. The grease-fighting power of Dawn with the hand-softening qualities of Olay Beauty. Locks in skins natural moisture and improves the look and feel of hands in just three uses. Application: Hand Dishwashing; Applicable Material: Ceramic; Glass; Metal; Plastic; Dirt Types: Cooked-On Grease; Dirt; Food Particles; Organic Matter; Scent: Pomegranate.<li>Cuts through tough food residue and grease.</li><li>Leaves dishes sparkling clean.</li><li>Gentle, pleasant scent.</li><br>Global Product Type:Cleaners & Detergents-Manual Dishwashing Detergent <li> Global Product Type:Cleaners & Detergents-Manual Dishwashing Detergent </li>Application:Hand Dishwashing <li> Application:Hand Dishwashing </li>Applicable Material:Ceramic <li> Applicable Material:Ceramic </li>Applicable Material:Glass <li> Applicable Material:Glass </li>Applicable Material:Metal <li> Applicable Material:Metal </li>Applicable Material:Plastic <li> Applicable Material:Plastic </li>Dirt Types:Cooked-On Grease <li> Dirt Types:Cooked-On Grease </li>Dirt Types:Dirt <li> Dirt Types:Dirt </li>Dirt Types:Food Particles <li> Dirt Types:Food Particles </li>Dirt Types:Organic Matter <li> Dirt Types:Organic Matter </li>Scent:Pomegranate <li> Scent:Pomegranate </li>Physical Form:Liquid <li> Physical Form:Liquid </li>Packing Type:Bottle <li> Packing Type:Bottle </li>Capacity (Volume):28 oz <li> Capacity (Volume):28 oz </li>Pre-Consumer Recycled Content Percent:0% <li> Pre-Consumer Recycled Content Percent:0% </li>Post-Consumer Recycled Content Percent:0% <li> Post-Consumer Recycled Content Percent:0% </li>Total Recycled Content Percent:0% <li> Total Recycled...","<p><p>Dishwashing liquid with Olay helps lock in your skin's natural moisture while washing dishes. Silky suds help give you softer-feeling hands in just three uses. Ultra-concentrated formula seeks out greasy soil, cuts through it, surrounds the removed soil and lifts it out of the way. Pomegranate splash scent leaves an exotic fragrance to keep your hands smelling great. Liquid dish soap is perfect for manually washing pots, pans, dishes and more.</p></p><b><U>Product Information</U><BR></b><br><b>Cleaner Form:</b> Concentrate<br><b>Cleaner Type:</b> Liquid Solution<br><b>Cleaner Volume:</b> 0.22 gal (28 fl oz)<br><b>Scent:</b> Pomegranate Splash<br><b>Recommended Use:</b> Grease Remover, Soil Remover<br><b>Application/Usage:</b> Dish, Pot, Pan<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Color:</b> Pink<br><br><b><U>Miscellaneous</U><BR></b><br><b>Recycled:</b> No<br><b>Recycled Content:</b> 0%<br><b>Post-consumer-waste%:</b> 0%<br><b>Assembly Required:</b> No<br><b>Country of Origin:</b> United States",pomegranate,,1477514812684
197073319,Demeter Jasmine Bath & Shower Gel - For Women - 4Oz,Demeter Jasmine Bath & Shower Gel - For Women - 4Oz,Launched by the design house of Demeter. This feminine scent has a blend of fresh and clean notes.,None,,1477285447881
28651896,Vera Wang Glam Princess by Vera Wang Eau De Toilette Spray 3. 4 oz,short description is not available,"The fourth princess in the line of royal fragrant creations of the house of Vera Wang,  This is a floral fruity gourmand scent for women , treated like a true princess in a gold flacon with crown stopper,  The fragrance was created by two perfumers, Ilias Ermenidis and Harry Fremont,  top notes of crushed red currant, juicy guava and pear greet a heart of orange blossom and vanilla orchid, which dances with f base notes of ambrette seed, sugar marshmallow and soft cashmere wood,  SKU: FX462708","gourmand, fruity, floral",,1477005258842
192770201,WHITE DIAMONDS by Elizabeth Taylor EDT SPRAY 1.7 OZ,EDT SPRAY 1.7 OZ Design House: Elizabeth Taylor Year Introduced: 1991 Fragrance Notes: Lily Rose Amber Oakmoss And Sandalwood. Recommended Use: Casual,EDT SPRAY 1.7 OZ Design House: Elizabeth Taylor Year Introduced: 1991 Fragrance Notes: Lily Rose Amber Oakmoss And Sandalwood. Recommended Use: Casual,None,,1470881173978
45005612,Palmer's Cocoa Butter Formula Baby Butter Lotion 8.50 oz (Pack of 2),<li>Free Shipping</li><li>Pack of 2</li>,<li><b>Pack of 2</b> for the UPC: 010181040719</li> <br/> Heading Manufacturer E.T. Browne,None,,1476884821798
28684647,PREPPY PRINCESS LADIES by VERAWANG - EDT SPRAY 3.4 OZ,"Preppy Princess by Vera Wang is a juicy fruity, woody fragrance with luscious top notes of tangerine, red apple, and red berries, a sweet floral heart of jasmine and hneysuckle on a base of woodsy notes and coconut water. This scent will make you feel lik",PREPPY PRINCESS LADIES by VERAWANG - EDT SPRAY 3.4 OZ,"woody, fruity",,1477009021789
39329590,Royall Fragrances 419764 Royall Mandarin Orange Aftershave Lotion Cologne,Royall Fragrances 419764 Royall Mandarin Orange Aftershave Lotion Cologne,Royall Mandarin Orange By Royall Fragrances Aftershave Lotion Cologne 8 Oz For Men<br/>&#8226; Pack Quantity 1,None,,1477442033430
25867476,English Leather Timberline By Dana Cologne Spray 1. 7 Oz,"Design House: Dana,","Design House: Dana,  Fragrance notes: Manly and Sexy a Blend of Fragrant woods and leather,  Gender: Men,  It is recommended for romantic wear,  Cologne spray 1, 7 oz,  SKU: FN148757",None,,1469540264769
143023448,SheaMoisture Lemongrass & Ginger Shea Butter Soap - 8 oz,"Now you can have the smoothest, radiant skin around with Lemongrass & Ginger Shea Butter Soap from SheaMoisture. SheaMoisture uses recipes handed down from a healer and give it a modern twist. They use only the best ingredients gathered from around the world to provide the best products out there. With their roots starting in 1912 in Sierra Leone the bring us products that have been used by generation after generation for beautiful skin. <br><br><b> SKU : </b>ADIB00AST1OQ2","Now you can have the smoothest, radiant skin around with Lemongrass & Ginger Shea Butter Soap from SheaMoisture. SheaMoisture uses recipes handed down from a healer and give it a modern twist. They use only the best ingredients gathered from around the world to provide the best products out there. With their roots starting in 1912 in Sierra Leone the bring us products that have been used by generation after generation for beautiful skin. <br><br><b> SKU : </b>ADIB00AST1OQ2",None,,1476960136486
40607323,Demeter 236835 New Zealand Roll On Perfume Oil .29-Oz,Demeter 236835 New Zealand Roll On Perfume Oil .29-Oz,Launched By The Design House Of Demeter . Demeter New Zealand Roll On Perfume Oil .29 Oz  For Unisex Possesses A Blend Of: Demeter Is A Fragrance Library With A Variety Of Scents Ranging From Cosmopolitan Cocktail To Vanilla Cake Batter.,None,,1470592814418
42572178,Dermalogica 129888 Spa Conditioning Body Wash 473Ml,Dermalogica 129888 Spa Conditioning Body Wash 473Ml,<ul><li>Women<li>16 OZ<li> Body Care</ul>,None,,1470599517024
48661179,"Grisi Natural Oat Soap, 3.5 oz (Pack of 4)",<li>Pack of 4</li>,"<li><b>Pack of 4</b> for the UPC: 037836000034</li> <br/> Grisi Oat Balancer with Humederm Bar Soap's exclusive formula softens and beautifies your skin. The cream Humederm moisturizes and gives back to skin its soft, smooth and natural aspect. Directions: Lather soap in hand, wash and rise. Can be used on hands and body.&nbsp; Ingredients: Sodium Tallowate, Sodium Cocoate, Sodium Lauryl Sulfate, Avena Sativa (Oat) Kernel Extract, Mineral Oil, Butyrospermum Parkii (Shea Butter) Fruit, Beeswax, Fragrance.",None,,1476884160518
24447341,"Calgon Hawaiian Ginger Ultra Moisturizing Body Wash, 16 fl oz",<p>Let the dazzle of island sunshine and the exhilarating rush of exotic fruit take you away!</p>,"<B>Calgon Hawaiian Ginger Ultra Moisturizing Body Wash, 16 fl oz:</b><ul><li>Infused with Vitamin E, Aloe and skin-softening Shea Butter<li>Skin-softening formula gently cleanses and conditions skin<li>Skin feels soft, fragrant and silky-smooth all day</ul>",None,,1477582161389
43282462,Thetford 94078 Aqua-Kem 1 Gal.,Thetford 94078 Aqua-Kem 1 Gal.,<ul><li>Aqua-Kem 1 GalThe most powerful odor control availableLiquefies waste and breaks down tissue fast to prevent cloggingPowerful detergents clean tank walls and drain lines Works around the clock in all weather conditions A complete lineup of convenient forms for maximum ease of use 100% biodegradable liquid and environmentally safe when disposed of properly .</ul>,None,,1470599562873
180028915,Anyway by Juliette Has a Gun - Women - Eau De Parfum Spray 33 oz,This is a unisex fragrance that was created by the house of Juliet Has a Gun with perfumer Romano Ricci and released in 2013  This scent will be enjoyed by both men and women because of its fresh citrus blend that has a warm embrace  A fantastic perfume,This is a unisex fragrance that was created by the house of Juliet Has a Gun with perfumer Romano Ricci and released in 2013  This scent will be enjoyed by both men and women because of its fresh citrus blend that has a warm embrace  A fantastic perfume,None,,1476196911520
46222549,"Aquaphor Healing Skin Ointment, Advanced Therapy, 2 Pack, 0.35 oz ea (Pack of 6)",<li>Pack of 6</li>,"<li><b>Pack of 6</b> for the UPC: 072140110475</li> <br/> Daily therapy for cracked, dry skin. Active Ingredients: Petrolatum 41% Inactive Ingredients: Mineral Oil; Ceresin; Lanolin Alcohol; Panthenol; Glycerin; Bisabolol Uses: Temporarily protects minor: Cuts. Scrapes. Burns. Temporarily protects and helps relieve chapped or cracked skin and lips. Helps protect from the drying effects of wind and cold weather. A unique skin care ointment that protects dry, irritated skin to help enhance the natural healing process. It provides soothing relief for a variety of skin problems. It is free of fragrances and preservatives, so it will not irritate delicate skin. Recommended by dermatologists and pediatricians, and now available in convenient on-the-go size to carry with you.",None,,1477582902126
113533171,O de Lancome by Lancome for Women,"Launched by the design house of Lancome in 1969, O DE LANCOME is classified as a refined, fruity fragrance. This feminine scent possesses a blend of crisp citrus, lower notes of jasmine and honeysuckle with hints of moss and vetiver. It is recommended for","Launched by the design house of Lancome in 1969, O DE LANCOME is classified as a refined, fruity fragrance. This feminine scent possesses a blend of crisp citrus, lower notes of jasmine and honeysuckle with hints of moss and vetiver. It is recommended for",fruity,,1476522235416
